Date,Store,Store_Type,Store_Status,Promo,Promo2,School_Holiday,Customers,Sales,DayOfWeek,is_holiday
2023-03-07,3,supermarket,0,0,0,0,0,0,1,0
2023-03-08,3,convenience,1,0,0,0,112,174,2,0
2023-03-09,3,supermarket,1,0,0,0,86,0,3,0
2023-03-10,3,pharmacy,1,1,0,0,95,1199,4,0
2023-03-11,3,pharmacy,1,1,0,0,97,1096,5,0
2023-03-12,3,convenience,1,0,1,0,95,75,6,0
2023-03-13,3,pharmacy,0,0,0,0,0,0,0,0
2023-03-14,3,convenience,1,0,0,0,94,0,1,0
2023-03-15,3,convenience,1,1,0,0,101,956,2,0
2023-03-16,3,pharmacy,1,1,0,0,90,871,3,0
2023-03-17,3,supermarket,1,1,0,0,93,1054,4,0
2023-03-18,3,pharmacy,1,0,0,0,84,7,5,0
2023-03-19,3,pharmacy,1,1,0,0,81,826,6,0
2023-03-20,3,convenience,1,1,0,0,106,950,0,0
2023-03-21,3,convenience,0,0,0,0,0,0,1,0
2023-03-22,3,convenience,1,0,0,0,93,0,2,0
2023-03-23,3,convenience,1,1,0,0,109,1008,3,0
2023-03-24,3,supermarket,1,0,1,0,87,0,4,0
2023-03-25,3,supermarket,1,0,0,0,82,0,5,0
2023-03-26,3,supermarket,1,0,0,0,95,0,6,0
2023-03-27,3,convenience,1,0,0,0,89,0,0,0
2023-03-28,3,convenience,1,0,0,0,95,2,1,0
2023-03-29,3,convenience,1,0,0,0,104,4,2,0
2023-03-30,3,supermarket,1,1,0,0,128,1587,3,0
2023-03-31,3,convenience,1,1,0,0,100,1071,4,0
2023-04-01,3,pharmacy,1,1,0,0,107,1312,5,0
2023-04-02,3,pharmacy,1,0,0,0,110,99,6,0
2023-04-03,3,convenience,1,0,0,0,86,118,0,0
2023-04-04,3,pharmacy,0,0,1,0,0,0,1,0
2023-04-05,3,pharmacy,1,0,0,0,105,16,2,0
2023-04-06,3,supermarket,1,0,0,0,96,153,3,0
2023-04-07,3,convenience,1,1,0,0,107,984,4,0
2023-04-08,3,convenience,0,0,0,0,0,0,5,0
2023-04-09,3,supermarket,1,0,0,0,94,116,6,0
2023-04-10,3,pharmacy,1,0,0,0,107,0,0,0
2023-04-11,3,pharmacy,1,0,0,0,110,0,1,0
2023-04-12,3,convenience,1,1,0,0,109,844,2,0
2023-04-13,3,pharmacy,1,1,0,0,86,899,3,0
2023-04-14,3,supermarket,1,0,0,0,113,0,4,0
2023-04-15,3,supermarket,0,0,0,0,0,0,5,0
2023-04-16,3,convenience,1,0,0,0,107,81,6,0
2023-04-17,3,supermarket,1,1,1,0,76,811,0,0
2023-04-18,3,supermarket,1,0,0,0,104,148,1,0
2023-04-19,3,convenience,1,0,1,0,94,0,2,0
2023-04-20,3,supermarket,1,0,0,0,90,59,3,0
2023-04-21,3,supermarket,1,0,0,0,79,81,4,0
2023-04-22,3,supermarket,1,0,0,0,91,69,5,0
2023-04-23,3,pharmacy,1,0,1,0,106,109,6,0
2023-04-24,3,convenience,1,0,0,0,103,0,0,0
2023-04-25,3,convenience,1,0,0,0,97,125,1,0
2023-04-26,3,convenience,1,1,0,0,93,767,2,0
2023-04-27,3,pharmacy,1,0,0,0,85,0,3,0
2023-04-28,3,pharmacy,1,0,0,0,100,206,4,0
2023-04-29,3,convenience,1,1,0,0,102,935,5,0
2023-04-30,3,pharmacy,0,1,0,0,0,0,6,0
2023-05-01,3,convenience,1,0,0,0,94,49,0,0
2023-05-02,3,pharmacy,1,0,1,0,90,72,1,0
2023-05-03,3,supermarket,1,0,0,0,113,0,2,0
2023-05-04,3,supermarket,1,1,0,0,101,1249,3,0
2023-05-05,3,convenience,1,1,1,0,91,820,4,0
2023-05-06,3,pharmacy,1,0,0,0,109,97,5,0
2023-05-07,3,pharmacy,1,0,0,0,113,0,6,0
2023-05-08,3,supermarket,1,0,0,0,96,119,0,0
2023-05-09,3,supermarket,1,0,0,0,93,0,1,0
2023-05-10,3,pharmacy,0,0,0,0,0,0,2,0
2023-05-11,3,pharmacy,1,0,0,0,107,0,3,0
2023-05-12,3,pharmacy,1,0,0,0,84,0,4,0
2023-05-13,3,pharmacy,1,0,0,0,107,0,5,0
2023-05-14,3,pharmacy,1,0,0,0,95,136,6,0
2023-05-15,3,pharmacy,1,0,0,0,115,3,0,0
2023-05-16,3,convenience,1,0,0,0,119,0,1,0
2023-05-17,3,pharmacy,1,0,0,0,97,0,2,0
2023-05-18,3,supermarket,1,1,0,0,107,1351,3,0
2023-05-19,3,convenience,0,0,0,0,0,0,4,0
2023-05-20,3,pharmacy,1,1,0,0,110,1157,5,0
2023-05-21,3,supermarket,1,0,0,0,92,107,6,0
2023-05-22,3,convenience,1,1,0,0,87,769,0,0
2023-05-23,3,supermarket,1,1,0,0,97,1134,1,0
2023-05-24,3,pharmacy,1,0,0,0,97,16,2,0
2023-05-25,3,pharmacy,1,0,0,0,91,148,3,0
2023-05-26,3,pharmacy,1,0,0,0,115,25,4,0
2023-05-27,3,pharmacy,1,1,0,0,91,785,5,0
2023-05-28,3,convenience,1,0,0,0,95,0,6,0
2023-05-29,3,convenience,1,0,0,0,93,0,0,1
2023-05-30,3,supermarket,1,0,1,0,114,86,1,0
2023-05-31,3,pharmacy,1,1,0,0,117,1162,2,0
2023-06-01,3,supermarket,1,0,0,1,87,14,3,0
2023-06-02,3,convenience,1,0,1,1,103,0,4,0
2023-06-03,3,pharmacy,1,0,0,1,97,101,5,0
2023-06-04,3,pharmacy,1,0,0,1,87,0,6,0
2023-06-05,3,convenience,1,0,0,1,94,16,0,0
2023-06-06,3,convenience,1,0,0,1,87,153,1,0
2023-06-07,3,convenience,1,1,0,1,84,845,2,0
2023-06-08,3,convenience,1,1,0,1,110,1049,3,0
2023-06-09,3,convenience,1,1,0,1,80,688,4,0
2023-06-10,3,pharmacy,1,0,0,1,105,15,5,0
2023-06-11,3,convenience,0,1,0,1,0,0,6,0
2023-06-12,3,pharmacy,1,0,0,1,87,85,0,0
2023-06-13,3,pharmacy,1,0,0,1,90,52,1,0
2023-06-14,3,convenience,1,1,0,1,89,738,2,0
2023-06-15,3,convenience,1,1,0,1,53,651,3,0
2023-06-16,3,pharmacy,1,0,0,1,78,120,4,0
2023-06-17,3,convenience,1,1,0,1,92,741,5,0
2023-06-18,3,convenience,1,1,0,1,69,586,6,0
2023-06-19,3,convenience,1,0,0,1,93,0,0,1
2023-06-20,3,supermarket,0,0,0,1,0,0,1,0
2023-06-21,3,pharmacy,1,1,0,1,104,1063,2,0
2023-06-22,3,supermarket,1,0,0,1,97,0,3,0
2023-06-23,3,convenience,1,0,0,1,91,87,4,0
2023-06-24,3,supermarket,1,1,0,1,105,1315,5,0
2023-06-25,3,convenience,1,0,0,1,85,0,6,0
2023-06-26,3,supermarket,1,0,0,1,88,65,0,0
2023-06-27,3,convenience,1,0,0,1,74,0,1,0
2023-06-28,3,supermarket,1,0,1,1,94,0,2,0
2023-06-29,3,supermarket,1,1,0,1,98,1139,3,0
2023-06-30,3,supermarket,1,0,0,1,98,0,4,0
2023-07-01,3,pharmacy,1,0,0,1,100,0,5,0
2023-07-02,3,supermarket,1,1,0,1,106,1168,6,0
2023-07-03,3,pharmacy,1,1,0,1,119,1360,0,0
2023-07-04,3,convenience,1,0,0,1,88,0,1,1
2023-07-05,3,supermarket,1,1,0,1,90,1026,2,0
2023-07-06,3,convenience,1,0,0,1,66,79,3,0
2023-07-07,3,convenience,1,0,0,1,86,39,4,0
2023-07-08,3,supermarket,1,0,1,1,76,0,5,0
2023-07-09,3,pharmacy,1,0,0,1,91,0,6,0
2023-07-10,3,supermarket,1,0,0,1,100,0,0,0
2023-07-11,3,convenience,1,0,0,1,77,0,1,0
2023-07-12,3,convenience,1,0,0,1,91,9,2,0
2023-07-13,3,supermarket,1,0,0,1,109,0,3,0
2023-07-14,3,pharmacy,1,0,0,1,84,0,4,0
2023-07-15,3,pharmacy,1,0,1,1,101,51,5,0
2023-07-16,3,convenience,1,0,0,1,86,87,6,0
2023-07-17,3,convenience,1,0,0,1,101,23,0,0
2023-07-18,3,pharmacy,1,0,0,1,87,0,1,0
2023-07-19,3,supermarket,1,0,0,1,87,0,2,0
2023-07-20,3,convenience,0,0,0,1,0,0,3,0
2023-07-21,3,pharmacy,1,0,0,1,79,20,4,0
2023-07-22,3,convenience,1,1,0,1,83,839,5,0
2023-07-23,3,supermarket,1,1,0,1,99,1049,6,0
2023-07-24,3,pharmacy,1,1,0,1,108,1075,0,0
2023-07-25,3,convenience,1,0,0,1,104,0,1,0
2023-07-26,3,supermarket,1,0,0,1,87,0,2,0
2023-07-27,3,convenience,1,0,0,1,91,28,3,0
2023-07-28,3,supermarket,1,1,1,1,106,1377,4,0
2023-07-29,3,supermarket,1,0,0,1,113,235,5,0
2023-07-30,3,pharmacy,1,0,0,1,79,8,6,0
2023-07-31,3,supermarket,1,0,0,1,103,85,0,0
2023-08-01,3,convenience,1,1,0,1,71,641,1,0
2023-08-02,3,supermarket,1,0,1,1,87,161,2,0
2023-08-03,3,supermarket,1,0,0,1,90,0,3,0
2023-08-04,3,pharmacy,1,1,0,1,102,1154,4,0
2023-08-05,3,supermarket,1,0,0,1,82,60,5,0
2023-08-06,3,supermarket,1,0,1,1,83,38,6,0
2023-08-07,3,convenience,1,0,1,1,93,0,0,0
2023-08-08,3,pharmacy,1,0,1,1,87,0,1,0
2023-08-09,3,pharmacy,1,0,0,1,120,102,2,0
2023-08-10,3,pharmacy,1,0,0,1,94,25,3,0
2023-08-11,3,supermarket,1,0,0,1,96,7,4,0
2023-08-12,3,pharmacy,0,1,0,1,0,0,5,0
2023-08-13,3,supermarket,1,0,0,1,83,84,6,0
2023-08-14,3,supermarket,1,0,0,1,77,35,0,0
2023-08-15,3,convenience,1,0,0,1,97,63,1,0
2023-08-16,3,convenience,1,1,0,1,59,478,2,0
2023-08-17,3,convenience,1,0,1,1,83,53,3,0
2023-08-18,3,convenience,1,0,0,1,103,0,4,0
2023-08-19,3,convenience,1,0,0,1,102,1,5,0
2023-08-20,3,supermarket,1,0,0,1,75,74,6,0
2023-08-21,3,supermarket,1,0,0,1,95,0,0,0
2023-08-22,3,pharmacy,1,1,0,1,86,960,1,0
2023-08-23,3,supermarket,1,0,0,1,101,30,2,0
2023-08-24,3,supermarket,1,1,0,1,78,846,3,0
2023-08-25,3,convenience,1,0,1,1,92,112,4,0
2023-08-26,3,supermarket,0,1,1,1,0,0,5,0
2023-08-27,3,convenience,1,0,0,1,107,0,6,0
2023-08-28,3,pharmacy,1,0,1,1,82,9,0,0
2023-08-29,3,pharmacy,1,0,0,1,114,145,1,0
2023-08-30,3,supermarket,1,0,1,1,114,0,2,0
2023-08-31,3,pharmacy,1,1,1,1,114,1188,3,0
2023-09-01,3,supermarket,1,0,0,0,96,0,4,0
2023-09-02,3,pharmacy,1,0,0,0,104,0,5,0
2023-09-03,3,convenience,1,0,0,0,110,0,6,0
2023-09-04,3,convenience,1,1,1,0,89,941,0,1
2023-09-05,3,convenience,1,0,0,0,108,92,1,0
2023-09-06,3,convenience,1,1,0,0,110,1097,2,0
2023-09-07,3,supermarket,1,1,0,0,107,1133,3,0
2023-09-08,3,pharmacy,1,1,0,0,115,1277,4,0
2023-09-09,3,supermarket,1,0,0,0,91,107,5,0
2023-09-10,3,convenience,1,0,0,0,76,0,6,0
2023-09-11,3,supermarket,1,0,0,0,93,0,0,0
2023-09-12,3,pharmacy,1,1,0,0,110,1100,1,0
2023-09-13,3,supermarket,1,1,0,0,112,1427,2,0
2023-09-14,3,pharmacy,1,0,0,0,104,0,3,0
2023-09-15,3,supermarket,1,1,0,0,99,1178,4,0
2023-09-16,3,pharmacy,1,0,0,0,92,0,5,0
2023-09-17,3,pharmacy,1,0,0,0,100,154,6,0
2023-09-18,3,convenience,1,0,0,0,124,5,0,0
2023-09-19,3,pharmacy,1,1,0,0,98,1157,1,0
2023-09-20,3,convenience,1,1,0,0,115,1073,2,0
2023-09-21,3,convenience,1,1,0,0,87,692,3,0
2023-09-22,3,convenience,0,1,0,0,0,0,4,0
2023-09-23,3,supermarket,1,0,1,0,107,0,5,0
2023-09-24,3,supermarket,1,1,1,0,94,1238,6,0
2023-09-25,3,supermarket,1,0,0,0,84,0,0,0
2023-09-26,3,supermarket,1,1,0,0,121,1646,1,0
2023-09-27,3,pharmacy,1,1,0,0,103,1216,2,0
2023-09-28,3,pharmacy,1,0,0,0,120,19,3,0
2023-09-29,3,supermarket,1,0,0,0,112,0,4,0
2023-09-30,3,pharmacy,1,0,0,0,110,85,5,0
2023-10-01,3,pharmacy,1,1,0,0,85,812,6,0
2023-10-02,3,convenience,1,0,0,0,107,44,0,0
2023-10-03,3,convenience,1,0,1,0,113,30,1,0
2023-10-04,3,convenience,1,1,0,0,98,1061,2,0
2023-10-05,3,convenience,1,0,0,0,102,0,3,0
2023-10-06,3,pharmacy,1,0,1,0,122,4,4,0
2023-10-07,3,supermarket,1,0,0,0,95,0,5,0
2023-10-08,3,pharmacy,1,0,1,0,100,0,6,0
2023-10-09,3,pharmacy,1,1,0,0,89,1126,0,1
2023-10-10,3,pharmacy,1,0,0,0,96,0,1,0
2023-10-11,3,convenience,0,0,0,0,0,0,2,0
2023-10-12,3,convenience,1,0,0,0,89,24,3,0
2023-10-13,3,convenience,1,0,0,0,106,0,4,0
2023-10-14,3,supermarket,1,1,0,0,108,1321,5,0
2023-10-15,3,pharmacy,1,1,0,0,101,1174,6,0
2023-10-16,3,supermarket,1,0,0,0,104,14,0,0
2023-10-17,3,convenience,1,0,0,0,108,2,1,0
2023-10-18,3,supermarket,0,0,0,0,0,0,2,0
2023-10-19,3,pharmacy,1,0,0,0,80,55,3,0
2023-10-20,3,pharmacy,0,0,1,0,0,0,4,0
2023-10-21,3,convenience,1,1,0,0,92,1015,5,0
2023-10-22,3,convenience,1,0,1,0,106,113,6,0
2023-10-23,3,supermarket,1,0,0,0,92,0,0,0
2023-10-24,3,convenience,1,0,0,0,107,106,1,0
2023-10-25,3,convenience,0,0,0,0,0,0,2,0
2023-10-26,3,pharmacy,1,1,0,0,89,1062,3,0
2023-10-27,3,convenience,1,0,0,0,109,145,4,0
2023-10-28,3,convenience,1,0,0,0,101,186,5,0
2023-10-29,3,pharmacy,1,0,0,0,90,0,6,0
2023-10-30,3,pharmacy,1,1,0,0,109,1269,0,0
2023-10-31,3,supermarket,1,0,0,0,85,100,1,0
2023-11-01,3,convenience,1,1,0,0,112,1055,2,0
2023-11-02,3,pharmacy,0,0,0,0,0,0,3,0
2023-11-03,3,supermarket,0,1,0,0,0,0,4,0
2023-11-04,3,supermarket,0,1,0,0,0,0,5,0
2023-11-05,3,convenience,1,0,0,0,89,0,6,0
2023-11-06,3,convenience,1,1,0,0,85,679,0,0
2023-11-07,3,supermarket,1,0,0,0,114,0,1,0
2023-11-08,3,pharmacy,1,0,1,0,104,90,2,0
2023-11-09,3,supermarket,1,0,0,0,102,39,3,0
2023-11-10,3,convenience,1,0,0,0,110,46,4,1
2023-11-11,3,pharmacy,1,0,0,0,113,0,5,1
2023-11-12,3,pharmacy,1,1,0,0,109,1241,6,0
2023-11-13,3,supermarket,1,1,1,0,133,1385,0,0
2023-11-14,3,convenience,1,0,0,0,122,0,1,0
2023-11-15,3,supermarket,1,1,0,0,87,1005,2,0
2023-11-16,3,supermarket,1,0,1,0,87,2,3,0
2023-11-17,3,supermarket,1,0,1,0,123,0,4,0
2023-11-18,3,pharmacy,1,1,0,0,116,1313,5,0
2023-11-19,3,pharmacy,1,0,0,0,95,192,6,0
2023-11-20,3,convenience,1,0,0,0,112,8,0,0
2023-11-21,3,convenience,1,1,0,0,96,868,1,0
2023-11-22,3,supermarket,1,0,0,0,92,250,2,0
2023-11-23,3,supermarket,1,0,0,0,113,0,3,1
2023-11-24,3,supermarket,1,0,0,0,114,49,4,0
2023-11-25,3,convenience,1,0,0,0,103,158,5,0
2023-11-26,3,pharmacy,1,1,1,0,104,1104,6,0
2023-11-27,3,pharmacy,1,0,0,0,87,85,0,0
2023-11-28,3,supermarket,1,0,1,0,101,16,1,0
2023-11-29,3,supermarket,1,0,0,0,103,0,2,0
2023-11-30,3,supermarket,0,0,0,0,0,0,3,0
2023-12-01,3,supermarket,1,0,0,0,119,0,4,0
2023-12-02,3,convenience,0,0,0,0,0,0,5,0
2023-12-03,3,pharmacy,1,0,0,0,102,0,6,0
2023-12-04,3,supermarket,1,0,0,0,97,0,0,0
2023-12-05,3,convenience,1,0,0,0,91,0,1,0
2023-12-06,3,supermarket,0,1,0,0,0,0,2,0
2023-12-07,3,supermarket,1,1,0,0,77,978,3,0
2023-12-08,3,pharmacy,1,1,0,0,107,1049,4,0
2023-12-09,3,supermarket,1,0,0,0,110,8,5,0
2023-12-10,3,pharmacy,0,0,1,0,0,0,6,0
2023-12-11,3,pharmacy,1,1,1,0,98,1041,0,0
2023-12-12,3,pharmacy,1,0,0,0,95,0,1,0
2023-12-13,3,convenience,1,0,0,0,114,48,2,0
2023-12-14,3,convenience,1,1,0,0,88,630,3,0
2023-12-15,3,pharmacy,1,1,0,0,91,1099,4,0
2023-12-16,3,supermarket,1,1,0,0,105,1382,5,0
2023-12-17,3,pharmacy,1,1,1,0,89,964,6,0
2023-12-18,3,supermarket,1,0,0,0,100,0,0,0
2023-12-19,3,pharmacy,1,0,0,0,83,0,1,0
2023-12-20,3,supermarket,1,1,0,0,101,1321,2,0
2023-12-21,3,convenience,1,0,0,0,85,198,3,0
2023-12-22,3,supermarket,1,1,0,0,115,1384,4,0
2023-12-23,3,pharmacy,1,0,0,0,104,0,5,0
2023-12-24,3,convenience,1,0,0,0,109,0,6,0
2023-12-25,3,supermarket,1,1,0,0,87,1162,0,1
2023-12-26,3,supermarket,1,0,0,0,97,16,1,0
2023-12-27,3,supermarket,1,1,0,0,108,1199,2,0
2023-12-28,3,supermarket,1,0,0,0,95,229,3,0
2023-12-29,3,supermarket,1,1,0,0,100,1304,4,0
2023-12-30,3,convenience,1,0,0,0,113,54,5,0
2023-12-31,3,convenience,1,0,0,0,106,0,6,0
2021-01-01,4,convenience,1,0,0,0,105,123,4,1
2021-01-02,4,convenience,1,0,0,0,104,88,5,0
2021-01-03,4,pharmacy,1,1,0,0,67,726,6,0
2021-01-04,4,convenience,0,0,0,0,0,0,0,0
2021-01-05,4,supermarket,1,0,0,0,119,104,1,0
2021-01-06,4,supermarket,0,0,0,0,0,0,2,0
2021-01-07,4,convenience,1,0,0,0,91,0,3,0
2021-01-08,4,supermarket,1,0,0,0,105,0,4,0
2021-01-09,4,convenience,1,0,0,0,90,0,5,0
2021-01-10,4,supermarket,1,0,0,0,108,132,6,0
2021-01-11,4,pharmacy,1,1,0,0,87,810,0,0
2021-01-12,4,pharmacy,1,0,0,0,89,3,1,0
2021-01-13,4,convenience,1,1,0,0,106,794,2,0
2021-01-14,4,convenience,1,0,0,0,98,168,3,0
2021-01-15,4,convenience,1,0,0,0,112,0,4,0
2021-01-16,4,supermarket,1,0,0,0,84,32,5,0
2021-01-17,4,convenience,1,0,0,0,109,0,6,0
2021-01-18,4,pharmacy,1,0,0,0,102,87,0,1
2021-01-19,4,supermarket,1,1,0,0,98,1284,1,0
2021-01-20,4,convenience,1,0,0,0,107,1,2,0
2021-01-21,4,supermarket,1,1,0,0,64,761,3,0
2021-01-22,4,supermarket,1,0,0,0,100,81,4,0
2021-01-23,4,convenience,1,0,1,0,102,0,5,0
2021-01-24,4,supermarket,1,0,0,0,106,108,6,0
2021-01-25,4,pharmacy,1,1,1,0,98,1107,0,0
2021-01-26,4,pharmacy,1,0,0,0,109,0,1,0
2021-01-27,4,supermarket,1,1,0,0,93,1300,2,0
2021-01-28,4,convenience,0,0,0,0,0,0,3,0
2021-01-29,4,supermarket,1,0,0,0,115,0,4,0
2021-01-30,4,pharmacy,1,0,0,0,97,16,5,0
2021-01-31,4,supermarket,1,1,0,0,114,1296,6,0
2021-02-01,4,supermarket,1,1,0,0,83,980,0,0
2021-02-02,4,pharmacy,1,0,1,0,95,78,1,0
2021-02-03,4,supermarket,1,1,0,0,111,1400,2,0
2021-02-04,4,supermarket,1,0,0,0,93,61,3,0
2021-02-05,4,convenience,1,1,0,0,101,848,4,0
2021-02-06,4,convenience,1,1,0,0,104,849,5,0
2021-02-07,4,pharmacy,1,1,0,0,95,1083,6,0
2021-02-08,4,pharmacy,1,1,0,0,88,1045,0,0
2021-02-09,4,pharmacy,0,0,0,0,0,0,1,0
2021-02-10,4,convenience,1,0,0,0,80,0,2,0
2021-02-11,4,pharmacy,1,0,0,0,95,39,3,0
2021-02-12,4,pharmacy,1,0,0,0,96,0,4,0
2021-02-13,4,pharmacy,1,0,0,0,86,115,5,0
2021-02-14,4,convenience,1,0,0,0,96,0,6,0
2021-02-15,4,supermarket,1,0,1,0,100,0,0,1
2021-02-16,4,pharmacy,1,0,0,0,103,109,1,0
2021-02-17,4,supermarket,1,0,0,0,103,61,2,0
2021-02-18,4,pharmacy,1,0,0,0,110,9,3,0
2021-02-19,4,supermarket,1,1,0,0,103,1202,4,0
2021-02-20,4,convenience,1,0,0,0,118,47,5,0
2021-02-21,4,convenience,1,1,0,0,84,774,6,0
2021-02-22,4,pharmacy,1,0,0,0,106,29,0,0
2021-02-23,4,supermarket,1,0,0,0,106,0,1,0
2021-02-24,4,convenience,1,0,0,0,100,53,2,0
2021-02-25,4,pharmacy,1,0,0,0,113,91,3,0
2021-02-26,4,pharmacy,1,0,0,0,93,90,4,0
2021-02-27,4,convenience,1,0,0,0,96,45,5,0
2021-02-28,4,convenience,1,0,0,0,93,0,6,0
2021-03-01,4,pharmacy,1,0,0,0,125,44,0,0
2021-03-02,4,supermarket,1,1,0,0,131,1691,1,0
2021-03-03,4,supermarket,1,0,0,0,95,0,2,0
2021-03-04,4,supermarket,1,0,0,0,88,0,3,0
2021-03-05,4,pharmacy,1,0,0,0,95,49,4,0
2021-03-06,4,convenience,1,0,0,0,92,73,5,0
2021-03-07,4,pharmacy,1,1,0,0,77,836,6,0
2021-03-08,4,convenience,1,0,1,0,104,45,0,0
2021-03-09,4,supermarket,1,0,0,0,89,0,1,0
2021-03-10,4,supermarket,1,0,0,0,92,0,2,0
2021-03-11,4,convenience,1,0,0,0,82,155,3,0
2021-03-12,4,convenience,1,0,0,0,84,60,4,0
2021-03-13,4,pharmacy,1,1,0,0,119,1244,5,0
2021-03-14,4,supermarket,1,0,0,0,93,0,6,0
2021-03-15,4,pharmacy,1,0,0,0,107,0,0,0
2021-03-16,4,pharmacy,1,0,1,0,94,162,1,0
2021-03-17,4,pharmacy,1,0,0,0,128,0,2,0
2021-03-18,4,supermarket,1,0,0,0,105,0,3,0
2021-03-19,4,pharmacy,1,0,0,0,99,0,4,0
2021-03-20,4,pharmacy,1,0,0,0,105,5,5,0
2021-03-21,4,pharmacy,1,0,1,0,96,0,6,0
2021-03-22,4,pharmacy,1,0,1,0,91,12,0,0
2021-03-23,4,pharmacy,1,0,0,0,97,34,1,0
2021-03-24,4,pharmacy,1,0,0,0,107,0,2,0
2021-03-25,4,supermarket,1,0,0,0,107,0,3,0
2021-03-26,4,pharmacy,1,0,0,0,116,91,4,0
2021-03-27,4,convenience,1,0,0,0,89,29,5,0
2021-03-28,4,pharmacy,0,1,0,0,0,0,6,0
2021-03-29,4,pharmacy,1,1,0,0,118,1144,0,0
2021-03-30,4,supermarket,1,1,0,0,75,720,1,0
2021-03-31,4,supermarket,1,1,0,0,96,1136,2,0
2021-04-01,4,convenience,1,1,0,0,89,821,3,0
2021-04-02,4,convenience,1,1,0,0,90,792,4,0
2021-04-03,4,supermarket,1,1,0,0,113,1293,5,0
2021-04-04,4,supermarket,1,1,0,0,123,1578,6,0
2021-04-05,4,pharmacy,1,0,0,0,104,32,0,0
2021-04-06,4,supermarket,1,0,0,0,108,0,1,0
2021-04-07,4,convenience,1,1,1,0,81,644,2,0
2021-04-08,4,pharmacy,1,0,0,0,108,0,3,0
2021-04-09,4,convenience,1,1,0,0,88,757,4,0
2021-04-10,4,pharmacy,1,0,0,0,93,3,5,0
2021-04-11,4,supermarket,1,0,0,0,114,41,6,0
2021-04-12,4,convenience,1,1,0,0,115,952,0,0
2021-04-13,4,pharmacy,0,1,1,0,0,0,1,0
2021-04-14,4,pharmacy,1,0,1,0,116,39,2,0
2021-04-15,4,supermarket,1,1,0,0,98,1258,3,0
2021-04-16,4,supermarket,1,1,1,0,74,1059,4,0
2021-04-17,4,supermarket,1,0,0,0,118,40,5,0
2021-04-18,4,convenience,0,0,0,0,0,0,6,0
2021-04-19,4,pharmacy,1,0,0,0,111,61,0,0
2021-04-20,4,supermarket,1,0,0,0,101,0,1,0
2021-04-21,4,convenience,0,0,1,0,0,0,2,0
2021-04-22,4,convenience,1,0,0,0,88,0,3,0
2021-04-23,4,convenience,1,0,1,0,95,28,4,0
2021-04-24,4,supermarket,1,1,0,0,99,1331,5,0
2021-04-25,4,supermarket,1,0,0,0,122,7,6,0
2021-04-26,4,pharmacy,0,0,0,0,0,0,0,0
2021-04-27,4,pharmacy,1,0,0,0,97,0,1,0
2021-04-28,4,supermarket,1,1,0,0,111,1209,2,0
2021-04-29,4,convenience,1,1,0,0,105,847,3,0
2021-04-30,4,convenience,1,0,0,0,101,166,4,0
2021-05-01,4,convenience,1,1,0,0,104,916,5,0
2021-05-02,4,pharmacy,1,1,0,0,118,1289,6,0
2021-05-03,4,convenience,1,1,0,0,122,1208,0,0
2021-05-04,4,pharmacy,1,1,0,0,70,830,1,0
2021-05-05,4,pharmacy,1,0,0,0,114,0,2,0
2021-05-06,4,convenience,1,0,0,0,109,114,3,0
2021-05-07,4,convenience,1,0,0,0,97,0,4,0
2021-05-08,4,supermarket,1,0,0,0,90,28,5,0
2021-05-09,4,supermarket,0,0,1,0,0,0,6,0
2021-05-10,4,convenience,1,1,1,0,120,1106,0,0
2021-05-11,4,pharmacy,1,0,0,0,109,101,1,0
2021-05-12,4,pharmacy,1,1,0,0,99,1176,2,0
2021-05-13,4,pharmacy,0,0,0,0,0,0,3,0
2021-05-14,4,pharmacy,1,0,1,0,93,288,4,0
2021-05-15,4,pharmacy,1,0,0,0,113,0,5,0
2021-05-16,4,supermarket,1,0,0,0,81,0,6,0
2021-05-17,4,convenience,1,1,1,0,78,747,0,0
2021-05-18,4,supermarket,1,1,1,0,105,1171,1,0
2021-05-19,4,pharmacy,1,0,0,0,99,0,2,0
2021-05-20,4,pharmacy,1,1,0,0,115,1239,3,0
2021-05-21,4,pharmacy,1,1,0,0,68,946,4,0
2021-05-22,4,pharmacy,1,0,0,0,86,68,5,0
2021-05-23,4,convenience,1,0,0,0,90,38,6,0
2021-05-24,4,pharmacy,1,0,0,0,99,0,0,0
2021-05-25,4,convenience,1,0,0,0,104,0,1,0
2021-05-26,4,pharmacy,0,1,1,0,0,0,2,0
2021-05-27,4,convenience,1,0,0,0,98,0,3,0
2021-05-28,4,supermarket,1,0,0,0,105,219,4,0
2021-05-29,4,pharmacy,1,0,0,0,125,44,5,0
2021-05-30,4,convenience,1,1,0,0,85,749,6,0
2021-05-31,4,supermarket,1,1,1,0,70,808,0,1
2021-06-01,4,pharmacy,1,0,0,1,82,0,1,0
2021-06-02,4,pharmacy,1,0,0,1,90,0,2,0
2021-06-03,4,pharmacy,1,0,0,1,72,97,3,0
2021-06-04,4,convenience,1,1,0,1,89,845,4,0
2021-06-05,4,convenience,1,0,0,1,80,0,5,0
2021-06-06,4,supermarket,0,1,0,1,0,0,6,0
2021-06-07,4,convenience,1,1,0,1,95,935,0,0
2021-06-08,4,convenience,1,0,0,1,84,202,1,0
2021-06-09,4,pharmacy,0,0,0,1,0,0,2,0
2021-06-10,4,pharmacy,1,0,1,1,102,18,3,0
